Category Path,Count
Science -> Countries -> Art -> Science -> Geography -> Countries -> Citizenship -> Everyday life,1
Geography -> History -> Countries -> Religion -> People -> Religion -> Everyday life,1
People -> Music -> Geography -> <,1
Design and Technology -> Countries -> Geography -> < -> Religion,1
Science -> Countries -> Business Studies -> Countries,1
History -> Geography -> History -> Everyday life -> Science -> < -> Science -> < -> People -> < -> Science -> < -> Science,1
Science -> Countries -> Everyday life -> IT -> Business Studies -> Design and Technology -> < -> Everyday life -> Language and literature -> Art,1
Language and literature -> Countries -> Geography -> Science -> Geography -> Countries,1
People -> Countries -> Citizenship -> < -> Citizenship,1
Language and literature -> Countries -> Business Studies -> Science -> Geography,1
Language and literature -> Countries -> Geography -> < -> Geography -> < -> Citizenship -> Everyday life,1
Language and literature -> Science -> Language and literature -> Everyday life -> Design and Technology,1
Religion -> Geography -> < -> Geography -> Design and Technology -> Geography,1
People -> Religion -> Art -> History -> Geography -> Science -> < -> Science -> Everyday life -> Science -> Everyday life -> Mathematics -> < -> Religion -> Science -> Art -> < -> Art -> Music -> Geography -> Citizenship -> Geography -> Religion -> Science -> < -> Science -> < -> Science -> Geography -> Citizenship -> Geography -> Language and literature -> Geography -> Countries -> Geography -> History -> Religion -> History -> Countries -> < -> Countries -> Design and Technology -> Geography -> Everyday life -> Countries -> People -> < -> Citizenship -> < -> People -> History -> Geography -> Countries -> Geography -> Science -> Geography -> Science -> < -> Science -> Everyday life -> Science -> Everyday life -> Science -> < -> Science -> < -> Everyday life -> < -> People -> History -> Countries -> < -> Science -> < -> Science -> < -> Everyday life -> < -> Science -> Everyday life -> Design and Technology -> < -> Everyday life -> < -> Everyday life -> < -> Countries -> < -> Geography -> Science -> < -> Everyday life -> Science -> Everyday life -> Science -> Everyday life -> < -> Everyday life -> < -> Everyday life -> Science -> Everyday life -> Mathematics -> Religion -> Science -> Everyday life -> Citizenship -> Music -> Art -> Science -> < -> Religion -> Everyday life -> Language and literature -> < -> Science -> Everyday life -> Geography -> Science -> < -> Science -> Geography -> Science -> Geography -> Science -> Geography -> < -> Everyday life -> Geography -> Design and Technology -> < -> Design and Technology -> Science -> < -> Geography -> < -> Geography -> Design and Technology -> Everyday life -> Science -> Citizenship -> IT -> Design and Technology -> IT,1
Geography -> Countries -> Language and literature -> Geography -> < -> Countries -> History,1
Geography -> Countries -> Geography -> Design and Technology -> Geography -> Design and Technology -> Science -> Citizenship -> Geography -> Science -> Business Studies -> Citizenship -> Geography -> Science,1
Religion -> Geography -> Everyday life -> Countries -> Geography -> Citizenship -> <,1
History -> Countries -> Geography -> People -> Music,1
History -> People -> History -> Citizenship -> History -> < -> Citizenship -> Countries,1
Language and literature -> Countries -> Science -> Geography -> < -> Science -> < -> Countries -> Geography -> < -> Geography,1
Science -> History -> Countries -> Language and literature -> < -> Language and literature -> Countries -> < -> Religion -> < -> Religion,1
Art -> Design and Technology -> Countries -> Music,1
Science -> History -> Language and literature -> < -> History,1
People -> Countries -> Language and literature -> Religion -> <,1
People -> Science -> Everyday life -> Design and Technology,1
Science -> Language and literature -> History -> Citizenship -> History -> Geography,1
Everyday life -> Countries -> People -> Citizenship -> Geography,1
Mathematics -> Citizenship -> IT,1
Science -> History -> People -> < -> History -> < -> People,1
Music -> Geography -> Countries -> Science -> Design and Technology,1
People -> Countries -> History -> People -> < -> Countries,1
Design and Technology -> History -> < -> Countries,1
People -> Language and literature -> Geography -> People -> Business Studies -> <,1
History -> Countries -> Geography -> < -> Geography -> Science -> Geography,1
IT -> Science -> < -> Science -> < -> Science -> < -> Science,1
Science -> Geography -> Citizenship -> Geography -> Science -> Everyday life,1
Language and literature -> Countries -> History -> Citizenship -> Geography -> Science,1
History -> Countries -> History -> People -> Religion -> Language and literature -> History,1
Science -> History -> Religion -> <,1
Language and literature -> Geography -> Science -> Everyday life,1
Science -> Religion -> Mathematics -> Citizenship,1
Science -> Religion -> Science -> Citizenship -> Countries -> <,1
Design and Technology -> Science -> Design and Technology -> Everyday life -> < -> IT -> < -> Business Studies -> Everyday life -> < -> Everyday life -> IT,1
Science -> Geography -> Countries -> History -> Language and literature,1
Everyday life -> Geography -> Countries -> People -> < -> Citizenship -> Geography -> < -> Geography,1
Everyday life -> Countries -> Science -> Geography -> Science,1
History -> Countries -> People -> History -> Geography,1
Science -> Design and Technology -> Science -> Design and Technology -> Countries -> Geography -> History,1
Design and Technology -> Countries -> Citizenship -> Countries,1
Design and Technology -> History -> People -> Geography -> Religion,1
Science -> Art -> < -> Science -> Design and Technology -> Science -> < -> Science -> < -> Science -> < -> Design and Technology -> < -> Design and Technology -> < -> Design and Technology,1
Science -> IT -> Science -> Design and Technology -> Everyday life,1
Geography -> History -> < -> Countries -> < -> Countries -> People -> < -> Religion,1
Language and literature -> People -> History -> Countries,1
Design and Technology -> Science -> Everyday life -> < -> Everyday life -> Countries -> Everyday life,1
Design and Technology -> Science -> Everyday life -> Science -> Everyday life -> Science -> Everyday life -> Science,1
Science -> Countries -> Everyday life -> Science,1
History -> Design and Technology -> Science -> Geography -> History -> Design and Technology -> Geography,1
History -> Citizenship -> Religion -> <,1
Citizenship -> Mathematics -> Geography -> History -> < -> History -> Geography -> < -> Countries -> < -> Geography,1
Art -> Geography -> History,1
Citizenship -> History -> Countries -> History,1
Design and Technology -> People -> Citizenship -> Design and Technology,1
Religion -> Geography -> Everyday life -> Citizenship,1
Design and Technology -> History -> Everyday life -> < -> Everyday life,1
Business Studies -> Countries -> Geography -> Design and Technology -> < -> Geography -> Business Studies -> < -> Design and Technology -> < -> Citizenship -> < -> Countries -> Geography -> Science -> < -> Geography -> <,1
Science -> Geography -> Countries -> < -> Geography -> < -> Language and literature -> < -> Geography -> Everyday life -> < -> Art -> <,1
Everyday life -> Science -> Everyday life -> Language and literature,1
Science -> Citizenship -> History -> Countries -> Geography -> Everyday life -> Countries -> < -> Countries -> Citizenship -> < -> Citizenship -> Everyday life,1
Science -> Everyday life -> People -> Countries -> People,1
People -> Art -> < -> Countries -> <,1
Geography -> < -> Geography -> < -> Geography,1
Science -> Religion -> People -> < -> Music,1
Science -> IT -> People -> Citizenship,1
History -> < -> History -> Geography -> < -> Geography -> History,1
Geography -> < -> Geography -> <,1
Geography -> Countries -> Geography -> Citizenship -> Geography -> <,1
Science -> Geography -> History -> < -> History -> <,1
Science -> People -> History -> Countries -> Geography -> < -> Geography -> < -> Geography -> < -> Geography -> < -> Geography,1
Geography -> Citizenship -> Geography -> History -> <,1
IT -> Countries -> Geography -> Countries -> Music -> Geography,1
Science -> History -> Language and literature -> People -> Language and literature -> < -> People -> <,1
Science -> IT -> People -> < -> People -> < -> IT -> Science -> < -> Science -> < -> Science -> Everyday life -> Language and literature,1
Everyday life -> Science -> Countries -> Business Studies -> Everyday life -> Geography,1
Geography -> Countries -> Design and Technology -> Countries -> Design and Technology,1
Countries -> Geography -> Citizenship -> Design and Technology -> IT -> Science -> Design and Technology -> Language and literature -> Everyday life,1
Countries -> Geography -> Countries -> Business Studies,1
Science -> History -> Geography -> Language and literature -> Countries,1
People -> Language and literature -> Music -> Geography -> Music -> Design and Technology,1
Language and literature -> Countries -> History -> Citizenship -> Geography -> Countries,1
Everyday life -> History -> People -> < -> Design and Technology,1
Science -> History -> < -> Science -> < -> History,1
Language and literature -> Geography -> Countries -> Science -> < -> Science,1
Everyday life -> Geography -> < -> Geography -> < -> Everyday life -> < -> Everyday life -> < -> Everyday life -> Science -> <,1
Science -> People -> Science -> History -> Countries -> Citizenship -> People,1
Science -> Language and literature -> Science -> Music -> <,1
Science -> People -> Science -> History -> Design and Technology -> Countries,1
Language and literature -> Countries -> Geography -> Business Studies -> Geography -> History -> Geography,1
Design and Technology -> History -> Science -> Geography -> Countries -> < -> Countries -> Geography -> < -> History -> Design and Technology -> History -> < -> Geography -> Science,1
Citizenship -> Countries -> Geography -> Everyday life -> Science,1
Citizenship -> Business Studies -> Geography -> Countries -> Design and Technology -> < -> Design and Technology -> < -> Business Studies -> Citizenship -> < -> Citizenship -> <,1
Science -> History -> Citizenship -> History -> Countries -> History -> Geography,1
Geography -> Countries -> Science -> Everyday life -> Geography -> < -> Everyday life,1
Geography -> Citizenship -> Countries -> Geography -> Citizenship -> History,1
Science -> Religion -> History -> Citizenship -> Everyday life -> Science -> Music,1
People -> Music -> Countries -> Citizenship -> Countries -> Geography -> Countries,1
Design and Technology -> Science -> Geography -> Everyday life -> <,1
Design and Technology -> Geography -> Science -> Everyday life -> Business Studies -> History -> IT,1
Citizenship -> Geography -> Countries -> Everyday life -> Countries -> Geography -> Science -> Geography -> Science,1
Science -> History -> Countries -> <,1
Religion -> Citizenship -> Geography -> Countries,1
Everyday life -> Science -> Language and literature -> Design and Technology,1
History -> Science -> Citizenship,1
Geography -> Everyday life -> History -> Language and literature -> Design and Technology,1
Language and literature -> Countries -> Geography -> Countries -> <,1
Science -> Citizenship -> Language and literature,1
Design and Technology -> Countries -> Language and literature -> < -> Countries -> < -> Citizenship -> Language and literature,1
Everyday life -> Geography -> Countries -> < -> History -> Countries -> Everyday life,1
Science -> Design and Technology -> Language and literature -> Design and Technology,1
Science -> Religion -> Language and literature -> IT -> < -> IT -> Mathematics -> < -> Science -> Language and literature -> < -> Language and literature -> < -> Citizenship -> < -> Science -> < -> Religion -> < -> Religion -> <,1
Countries -> Citizenship -> History -> Design and Technology,1
Language and literature -> Countries -> Science -> Citizenship -> Science -> People -> Geography,1
Design and Technology -> History -> Geography -> Everyday life -> < -> Countries -> Everyday life,1
People -> Everyday life -> Countries -> Geography -> Countries -> < -> Science -> < -> Science -> Countries -> < -> Science,1
History -> Language and literature -> < -> Citizenship -> Countries -> < -> History -> Countries -> Religion -> < -> Geography -> < -> Geography -> < -> Countries -> < -> Geography -> < -> Citizenship -> < -> Citizenship -> < -> Geography,1
Science -> < -> Science -> Countries -> < -> Countries,1
Language and literature -> Citizenship -> Countries -> < -> Geography -> < -> Design and Technology -> < -> Geography -> Business Studies -> Citizenship,1
Science -> People -> History -> Citizenship -> < -> Citizenship -> <,1
Geography -> Business Studies -> Geography -> Citizenship,1
Science -> Language and literature -> Geography -> Science,1
Science -> History -> Religion -> Science -> History -> Science -> People,1
Science -> History -> Countries -> Geography -> Countries -> History -> People -> Geography -> History -> People -> Geography -> History -> Art -> Religion -> History -> Countries -> People -> Countries -> Geography -> History -> Geography -> History -> People -> Countries -> Religion -> People -> History,1
Science -> Language and literature -> Everyday life -> Citizenship -> History -> Citizenship -> History -> People -> History -> Everyday life -> < -> IT,1
Science -> Everyday life -> Science -> < -> Science -> Everyday life -> Science,1
Design and Technology -> Science -> People -> Art -> People -> Geography -> <,1
Mathematics -> Science -> Citizenship -> Science -> <,1
Everyday life -> People -> Language and literature -> Art -> Design and Technology,1
Religion -> Geography -> History -> Language and literature -> IT,1
Science -> Geography -> Countries -> < -> Countries -> < -> Countries -> Citizenship,1
Science -> Countries -> Geography -> < -> Citizenship -> < -> Citizenship -> < -> Citizenship -> History,1
Music -> Countries -> Everyday life -> Countries -> Everyday life,1
People -> Countries -> Geography -> Countries -> Geography -> Citizenship -> Geography -> < -> Countries -> < -> Countries -> Geography,1
Science -> Mathematics -> Citizenship -> Mathematics -> < -> Religion,1
Science -> Language and literature -> History -> Science -> People -> Religion -> Language and literature -> Everyday life -> Mathematics,1
Geography -> Citizenship -> Geography -> People,1
Religion -> People -> Countries -> Science -> Geography -> < -> Science -> Geography -> < -> Geography -> Science -> People -> Science -> Geography -> Countries -> Business Studies -> Citizenship -> Geography -> Science -> Geography,1
Design and Technology -> Countries -> Geography -> Language and literature -> Countries -> < -> Geography -> Countries -> < -> Countries,1
Design and Technology -> Geography -> Everyday life -> < -> Everyday life,1
Science -> Language and literature -> Countries -> Citizenship -> < -> Design and Technology -> Citizenship -> Everyday life,1
Geography -> Religion -> People -> Citizenship -> People,1
Science -> Language and literature -> Countries -> Geography -> Art -> People -> Art -> Geography,1
Design and Technology -> Geography -> < -> Design and Technology -> Countries -> Geography -> < -> Everyday life,1
Science -> History -> Countries -> Geography -> <,1
Language and literature -> Everyday life -> History -> Geography -> Countries -> < -> Science,1
People -> Countries -> Everyday life -> People -> Everyday life,1
People -> Religion -> < -> Religion -> <,1
Language and literature -> Music -> Citizenship -> Music -> People,1
Design and Technology -> History -> Everyday life -> Countries -> < -> Everyday life -> Science -> < -> Everyday life -> Geography -> Countries -> Geography,1
Science -> Language and literature -> Geography -> Countries -> History -> <,1
Language and literature -> Everyday life -> < -> Music -> Geography -> <,1
Science -> Geography -> Design and Technology -> < -> History -> < -> Geography,1
Science -> Everyday life -> Science -> Everyday life -> Countries -> History -> Geography -> Citizenship -> Geography -> People -> Geography,1
IT -> People -> IT -> People -> IT,1
People -> Countries -> Geography -> Countries -> Everyday life,1
Countries -> Religion -> Countries -> Design and Technology,1
Citizenship -> Countries -> History -> Religion,1
Design and Technology -> History -> Geography -> Science -> Geography -> <,1
History -> Citizenship -> History -> People -> Science,1
Science -> Language and literature -> IT -> Language and literature,1
Geography -> History -> Geography -> Countries -> Geography -> Citizenship -> Business Studies -> Geography,1
Language and literature -> Art -> Everyday life -> Mathematics,1
Everyday life -> Countries -> Geography -> Everyday life -> Language and literature -> Design and Technology -> Everyday life -> Business Studies,1
Language and literature -> Countries -> Business Studies -> Citizenship,1
Geography -> Language and literature -> Countries -> <,1
Language and literature -> Music -> < -> Language and literature -> Geography,1
Science -> Everyday life -> Science -> Language and literature -> Design and Technology,1
People -> History -> Countries -> Geography -> Science -> < -> Citizenship -> < -> Religion,1
Everyday life -> Science -> Geography -> < -> Geography -> < -> Geography -> <,1
IT -> Countries -> Citizenship -> Countries,1
Science -> Everyday life -> Countries -> IT -> Design and Technology,1
Language and literature -> Everyday life -> Design and Technology,1
Everyday life -> Countries -> Citizenship -> < -> Citizenship -> < -> Citizenship,1
History -> Countries -> Geography -> Countries -> History -> Language and literature -> Countries,1
Science -> Mathematics -> People -> Science,1
Science -> History -> Citizenship -> Religion -> Countries,1
Geography -> Everyday life -> Countries -> Science -> People -> Science,1
History -> People -> Countries -> Geography -> Business Studies -> Countries -> Geography,1
People -> Geography -> Countries -> Design and Technology -> Religion,1
Language and literature -> Citizenship -> Science,1
People -> Geography -> Business Studies -> Countries -> Geography -> Countries -> Music -> < -> Countries -> Citizenship,1
Design and Technology -> Geography -> History -> Religion,1
Citizenship -> Geography -> Countries -> Science,1
Design and Technology -> Countries -> Everyday life -> Geography -> Countries -> Language and literature -> Design and Technology -> Science,1
Citizenship -> Countries -> Geography -> Science -> Everyday life -> Science,1
Science -> Geography -> Business Studies -> Citizenship -> Art -> Everyday life -> < -> Science,1
Science -> Geography -> Countries -> Geography -> Design and Technology,1
Everyday life -> History -> Science -> Everyday life,1
Geography -> Business Studies -> Citizenship -> Business Studies,1
Design and Technology -> History -> Everyday life -> Science -> < -> Everyday life -> Science -> Everyday life -> Science -> Everyday life -> Geography -> Countries,1
Citizenship -> Language and literature -> Science,1
Design and Technology -> Countries -> Geography -> Music,1
Music -> Design and Technology -> Science -> Geography -> Countries,1
Science -> Geography -> Countries -> IT,1
Geography -> Countries -> < -> Language and literature,1
Citizenship -> IT -> Countries -> Geography -> <,1
Geography -> Language and literature -> IT -> Science,1
Science -> IT -> Business Studies -> History -> Music -> Science -> < -> Science,1
People -> Citizenship -> < -> Citizenship -> People,1
Science -> Mathematics -> People -> IT,1
Geography -> Religion -> Countries -> Design and Technology -> IT -> Music -> Everyday life -> Citizenship -> Business Studies,1
Geography -> Everyday life -> Science -> Everyday life -> Science -> Everyday life -> Science -> Everyday life -> Science,1
Countries -> Everyday life -> Citizenship -> Geography -> <,1
Science -> People -> Language and literature -> Geography -> Language and literature -> Geography,1
Science -> Geography -> Countries -> Citizenship -> < -> Science -> People -> < -> Science -> < -> Science -> < -> Science -> < -> Science -> < -> Science -> < -> Science -> Citizenship -> < -> Science -> < -> Science -> < -> Science -> Everyday life -> Science -> < -> Science -> < -> Science -> <,1
Science -> History -> Science -> People -> Science,1
People -> Countries -> History -> People -> Language and literature -> People -> Countries -> Geography -> Everyday life -> Geography -> Everyday life,1
Geography -> Countries -> < -> History -> Religion,1
Citizenship -> History -> Citizenship,1
Geography -> Science -> Citizenship -> IT -> <,1
Language and literature -> Geography -> Countries -> History -> Countries,1
Geography -> Science -> Language and literature -> Countries -> People -> History,1
Everyday life -> Science -> People -> Science -> History -> Geography -> Science,1
Language and literature -> Business Studies -> IT -> < -> IT,1
Design and Technology -> Countries -> Everyday life -> Geography -> Citizenship -> Language and literature -> History,1
Music -> Countries -> Everyday life -> Science,1
Science -> People -> Geography -> Citizenship -> < -> Citizenship -> Language and literature -> Design and Technology,1
Citizenship -> Countries -> Geography -> Business Studies,1
Citizenship -> Countries -> Geography -> Science -> History -> Countries -> Geography -> Everyday life -> History -> < -> History,1
Geography -> Citizenship -> Science -> Religion,1
Science -> People -> Geography -> < -> Geography -> < -> Countries -> Geography,1
History -> Geography -> Countries -> Geography -> < -> Geography,1
Design and Technology -> Science -> Religion,1
History -> Citizenship -> Language and literature -> History -> Citizenship -> Countries -> Music,1
Science -> Everyday life -> Science -> Citizenship -> Language and literature -> Science,1
Science -> Religion -> Mathematics -> Everyday life -> Religion,1
Mathematics -> People -> History -> Geography -> < -> Countries -> < -> Geography -> Countries,1
Design and Technology -> Science -> Citizenship -> Countries -> < -> Countries -> < -> Countries -> Everyday life -> < -> Everyday life -> < -> Everyday life -> Science -> < -> Science,1
Science -> IT -> Mathematics -> Everyday life -> IT -> Everyday life,1
Religion -> Geography -> Countries -> Geography -> Language and literature,1
History -> Countries -> History -> People -> Language and literature -> < -> People -> History -> < -> History -> < -> Design and Technology -> < -> History,1
Language and literature -> Religion -> History -> < -> Religion -> < -> Religion -> People -> Religion,1
Science -> Mathematics -> Countries -> Language and literature -> Countries -> Geography -> Everyday life -> History -> People -> Geography -> Citizenship,1
Science -> IT -> < -> Everyday life -> Language and literature,1
Science -> History -> Countries -> History -> < -> History -> Geography -> < -> Countries -> History -> Countries -> < -> Countries -> < -> Countries -> Citizenship -> < -> Countries -> Citizenship -> < -> Geography -> <,1
Science -> Everyday life -> Art -> History -> < -> Art -> < -> Art,1
Language and literature -> Art -> Countries -> Geography -> Science,1
Science -> IT -> Science -> < -> Citizenship -> < -> Everyday life,1
Science -> People -> < -> History -> < -> People -> Countries -> Citizenship -> Countries -> < -> Countries -> Religion -> Geography,1
People -> Countries -> History -> < -> Language and literature -> < -> Geography -> < -> Countries -> Geography,1
Language and literature -> Countries -> Geography -> Science -> < -> Geography -> < -> Countries -> Geography -> < -> Geography,1
History -> Everyday life -> Citizenship,1
Language and literature -> Countries -> Geography -> < -> Science -> <,1
Countries -> Business Studies -> Countries -> History,1
Countries -> Everyday life -> < -> Everyday life -> IT -> < -> History -> < -> Citizenship -> < -> Business Studies,1
Music -> Geography -> < -> Language and literature -> < -> Citizenship -> History -> < -> Citizenship -> History -> Citizenship -> < -> Citizenship,1
IT -> Business Studies -> Countries -> Geography -> < -> Geography -> Countries,1
Design and Technology -> Everyday life -> Citizenship -> < -> Art,1
People -> Citizenship -> Countries -> Language and literature -> Countries,1
Design and Technology -> Science -> Countries -> Everyday life -> Citizenship -> Countries -> Everyday life -> Science,1
Language and literature -> Countries -> Citizenship -> Science -> Geography -> Countries,1
History -> Language and literature -> Citizenship -> Everyday life -> Art -> Language and literature,1
Geography -> Science -> Countries -> < -> Science -> Geography -> Countries -> People -> Citizenship,1
Science -> Countries -> Citizenship -> People,1
Religion -> Geography -> Citizenship -> Everyday life -> Science -> Countries,1
Language and literature -> Countries -> Geography -> Countries -> < -> Countries,1
People -> Geography -> Citizenship -> Language and literature -> < -> Geography -> < -> Language and literature -> < -> Language and literature -> < -> Language and literature -> < -> Language and literature -> < -> Language and literature -> < -> Language and literature -> < -> Language and literature,1
Everyday life -> Science -> Geography -> Everyday life -> < -> Geography -> Countries,1
Geography -> Language and literature -> Countries -> Design and Technology -> Everyday life -> <,1
Science -> People -> History -> People -> History,1
History -> Geography -> Art -> Geography -> <,1
Science -> Music -> Science -> Design and Technology -> Business Studies,1
Countries -> History -> Geography -> Countries -> Geography -> History -> Geography,1
Countries -> Science -> < -> Science -> < -> Science -> < -> Science -> < -> Science -> < -> Countries -> History -> < -> Science -> < -> Science -> < -> Science -> < -> Science -> < -> Science -> < -> Science -> < -> Science -> < -> Science -> Everyday life,1
Countries -> Geography -> Religion -> < -> Religion -> < -> Everyday life -> Science -> Everyday life -> <,1
People -> Geography -> Business Studies -> < -> Geography -> Design and Technology -> < -> Business Studies -> Everyday life -> Science -> Everyday life -> Geography -> Citizenship -> Business Studies,1
Science -> Countries -> Geography -> Countries -> Everyday life,1
Geography -> Science -> Geography -> Science -> Countries -> Geography -> < -> Countries,1
Everyday life -> Language and literature -> Design and Technology -> Geography -> Business Studies,1
Language and literature -> IT,1
Everyday life -> Geography -> Science -> Geography -> Countries,1
Language and literature -> Geography -> History -> Religion,1
Everyday life -> Music -> < -> Countries -> Music,1
Science -> People -> Countries -> Everyday life -> <,1
Countries -> Business Studies -> Design and Technology -> Everyday life -> Language and literature -> < -> Science,1
Everyday life -> Citizenship -> Countries -> History -> Citizenship -> < -> History -> <,1
Language and literature -> Countries -> Geography -> Countries -> Science -> < -> Countries -> Science,1
Everyday life -> Citizenship -> < -> Citizenship -> Science,1
Design and Technology -> People -> Countries -> Everyday life -> < -> Everyday life -> < -> Everyday life -> < -> Everyday life -> Countries -> Geography -> < -> Citizenship -> Countries -> Geography -> Everyday life -> People -> Geography -> Everyday life,1
Geography -> Countries -> Design and Technology -> IT -> Design and Technology -> Everyday life -> History -> Language and literature,1
Design and Technology -> History -> Citizenship -> Countries,1
History -> Religion -> History -> Geography -> < -> Geography -> History -> People -> History,1
Geography -> Countries -> < -> Countries -> History -> < -> Countries,1
Countries -> Music -> < -> IT -> People -> Citizenship -> Everyday life -> < -> Everyday life -> People -> Everyday life,1
Geography -> Countries -> Geography -> Citizenship -> < -> Design and Technology -> Science -> Geography,1
Citizenship -> Business Studies -> Countries -> Business Studies -> Everyday life,1
Geography -> Countries -> Design and Technology -> Geography -> Countries,1
Science -> < -> Science -> Design and Technology -> Science -> Design and Technology -> Geography,1
Design and Technology -> Countries -> Geography -> Countries -> Everyday life -> Science -> <,1
Science -> Geography -> People -> Geography -> Art,1
IT -> Science -> Design and Technology -> Geography -> Science -> Geography -> History,1
Religion -> Geography -> Countries -> History -> People -> Science -> Design and Technology -> Countries -> History -> Design and Technology -> History -> Geography -> Language and literature -> Countries -> Geography -> Everyday life -> Citizenship,1
Citizenship -> History -> Countries -> Citizenship -> People -> History -> < -> Language and literature,1
Design and Technology -> History -> Everyday life -> Science -> Language and literature -> Everyday life,1
People -> Religion -> Language and literature -> Religion -> History -> < -> History -> Religion,1
Science -> Geography -> Countries -> History -> Business Studies -> Countries -> History -> < -> People,1
Mathematics -> People -> Language and literature,1
Science -> IT -> < -> Science,1
Science -> < -> IT -> Mathematics,1
Design and Technology -> Science -> Geography -> Science -> Everyday life -> <,1
Mathematics -> People -> Religion -> History,1
Language and literature -> < -> Language and literature -> Countries -> Geography -> <,1
Science -> Geography -> < -> Design and Technology -> People -> History,1
Business Studies -> Geography -> Countries -> Geography,1
Science -> IT -> Everyday life -> Language and literature -> Design and Technology -> Mathematics,1
History -> Religion -> Language and literature -> Everyday life -> Design and Technology -> <,1
Science -> History -> Science -> History,1
Countries -> Business Studies -> IT -> Everyday life -> Business Studies -> Everyday life -> < -> Everyday life -> < -> Everyday life -> < -> Everyday life,1
Everyday life -> Countries -> Design and Technology,1
Art -> People -> Art -> < -> People -> Religion,1
Business Studies -> Design and Technology -> Business Studies -> Geography -> Science,1
Design and Technology -> Countries -> Music -> < -> Music -> Countries -> < -> Countries -> Language and literature,1
People -> Everyday life -> Science -> Design and Technology -> < -> Design and Technology -> < -> Everyday life -> People -> Science -> Geography,1
People -> Everyday life -> Geography -> Language and literature -> Countries -> Everyday life,1
Geography -> History -> Science -> Geography -> Countries -> Geography,1
Science -> Language and literature -> Science -> People -> Geography -> History -> Design and Technology,1
Geography -> Science -> Religion -> Language and literature -> Geography -> History -> < -> History,1
Science -> Language and literature -> Everyday life -> Geography,1
People -> Countries -> History -> People -> History -> People -> History,1
Music -> Geography -> Citizenship -> Countries -> Geography -> Science -> Everyday life -> Citizenship -> Everyday life -> Language and literature -> Geography -> Citizenship -> Business Studies,1
Everyday life -> Countries -> People -> Countries -> Music -> Science -> < -> Science -> < -> Everyday life -> Citizenship -> < -> Citizenship -> < -> Design and Technology -> IT -> Business Studies -> <,1
Religion -> Science -> Citizenship -> <,1
Science -> Geography -> Everyday life -> Citizenship -> Everyday life -> Geography -> Science -> Geography -> Everyday life -> Citizenship -> Everyday life -> Geography -> Science -> Geography,1
People -> Citizenship -> Business Studies -> People -> History -> People,1
Science -> Everyday life -> Religion -> People -> Science -> Citizenship -> Business Studies -> History -> Religion,1
Geography -> Countries -> Geography -> Design and Technology -> Geography -> Countries -> Geography -> Countries -> Everyday life -> Music,1
Music -> Geography -> History -> People,1
Science -> Countries -> Geography -> < -> Geography -> <,1
Religion -> Geography -> Citizenship -> Religion,1
Everyday life -> Science -> Countries -> Citizenship -> Countries -> Geography,1
Science -> Mathematics -> People -> Geography -> Countries -> IT,1
Design and Technology -> History -> Everyday life -> Science -> Geography -> Science,1
Science -> Language and literature -> Science -> Language and literature -> Religion -> Countries -> <,1
History -> Geography -> Citizenship -> Countries -> Language and literature -> < -> Language and literature -> < -> History -> Geography -> Countries -> Language and literature -> Business Studies,1
People -> Geography -> History -> Science -> Everyday life -> Language and literature,1
IT -> Language and literature -> Geography -> Language and literature -> Everyday life -> History,1
Science -> Geography -> Countries -> Science -> Countries -> Everyday life -> Language and literature -> Everyday life,1
Design and Technology -> Countries -> Everyday life -> Citizenship -> Science -> Geography -> Everyday life -> Science -> < -> Science -> Everyday life,1
People -> Countries -> Geography -> Countries -> Everyday life -> Science -> Everyday life -> Science -> < -> Geography -> Art,1
Religion -> History -> Citizenship -> History,1
People -> Design and Technology -> Language and literature -> IT,1
Everyday life -> Geography -> Citizenship -> History -> < -> History,1
Geography -> History -> Countries -> IT -> Design and Technology -> Science -> Music -> People,1
Design and Technology -> Geography -> Citizenship -> < -> Citizenship -> Business Studies -> Citizenship -> People -> History -> Citizenship -> Countries -> Geography -> < -> Geography,1
Science -> Everyday life -> Citizenship -> Everyday life -> Language and literature -> < -> Geography -> Science -> Geography -> Everyday life,1
Language and literature -> Citizenship -> Geography -> Countries -> Art,1
Science -> Countries -> Geography -> Countries -> Citizenship -> History -> Citizenship -> < -> History,1
Art -> Religion -> History -> Language and literature -> History -> Countries -> Everyday life,1
History -> Geography -> History -> Countries -> Geography,1
History -> Countries -> Language and literature -> Geography -> Design and Technology -> < -> Design and Technology,1
Everyday life -> Countries -> Music -> Geography -> Countries,1
Science -> IT -> Citizenship -> Everyday life -> People -> < -> People -> <,1
People -> Countries -> Geography -> Countries -> History -> < -> Religion,1
History -> Countries -> Business Studies -> Design and Technology,1
History -> People -> History -> Religion -> History,1
Science -> Language and literature -> Religion -> History -> Geography,1
Geography -> < -> Countries -> Citizenship -> Countries -> < -> Countries,1
Science -> Countries -> < -> Geography -> < -> Countries,1
Design and Technology -> History -> < -> Design and Technology -> Countries -> Language and literature -> Religion -> Countries -> Everyday life -> <,1
Citizenship -> History -> Religion -> Language and literature -> Religion -> Language and literature -> Religion -> History -> People -> History -> < -> Religion,1
Design and Technology -> History -> Citizenship -> Geography -> Science -> Everyday life -> Countries,1
Science -> IT -> Citizenship -> Language and literature -> Design and Technology,1
Design and Technology -> Language and literature -> Countries -> Geography -> <,1
Mathematics -> History -> Countries -> Geography -> Countries -> <,1
